,Email,Name,Phone,Title,Website,Street,City,Postal Code,Associated with,Description,Latitude,Longitude,EIN,State
HARBOR HOUSE INC OF FORT SMITH,, ,,,WWW.HARBORHOUSEFS.ORG,PO BOX 4207 ,FORT SMITH,72914,,"TO HELP INDIVIDUALS RECOVER FROM ALCOHOL AND DRUG ADDICTIONS

RESIDENTIAL AND NONMEDICAL DETOXIFICATION THE RESIDENTIAL PROGRAM OFFERS STRUCTURED CARE IN AN ALCOHOL AND DRUG FREE ENVIRONMENT TO THOSE WHO ARE UNABLE TO FUNCTION AS A RESULT OF THEIR SUBSTANCE ABUSE PROBLEM. NONMEDICAL DETOXIFICATION IS WHEN A CLIENT IS PLACED IN AN OBSERVATION ROOM AND IS CLOSELY MONITORED FOR WITHDRAWAL SYMPTOMS. IF WARRANTED WILL TRANSFER TO MEDICAL DETOXIFICATION",35.59116,-93.761674,71-0391252,AR
OZARK GUIDANCE CENTER INC,, ,,,WWW.OZARKGUIDANCE.ORG,PO BOX 6430 ,SPRINGDALE,72766,,"SAVING AND CHANGING LIVES BY PROVIDING COMPASSIONATE, QUALITY MENTAL HEALTH SERVICES

CLINICAL PROGRAM SERVICES INCLUDING OUTPATIENT, SPRINGHOUSE, CLUB OF THE OZARKS, THERAPEUTIC DAY TREATIMENT, PRESCHOOL, SCHOOL BASED COUNSELING, ASSERTIVE COMMUNITY TREATMENT, CRISIS STABILIZATION AND DOCTOR'S CLINIC",0.0,0.0,71-0416869,AR
SONS OF CONFEDERATE VETERANS INC,, ,,,,28 LAF 308 ,LEWISVILLE,71845,,"

",33.3624895,-93.5810168,58-2051230,AR
SPOUSES OF TROOPERS ON PATROL,, ,,,,5111 CONGRESSIONAL DR % STACEY M CHAMBERS,BENTON,72015,,"

",34.5645371,-92.586828,71-0837182,AR
SOLDIERS OF THE CROSS,, ,,,,PO BOX 800 ,GRAVETTE,72736,,"

",36.4220207,-94.4535484,58-1714902,AR
RESTORE COMMUNITY DEVELOPMENT CORPORATION,, ,,,,682 S GOVERNMENT AVE % CHARLES WHEELER,FAYETTEVILLE,72701,,"

",36.0625795,-94.1574263,30-0487370,AR
ARKANSAS HUNTERS FEEDING THE HUNGRY INC,, ,,,,PO BOX 55303 ,LITTLE ROCK,72215,,"

",34.7576397,-92.32425099999999,71-0843575,AR
GRANDMAS HOUSE CHILDRENS ADVOCACY CENTER,, ,,,,501 W STEPHENSON AVE ,HARRISON,72601,,"

",36.2298777,-93.1123121,27-1366139,AR
SMALL GROUP THERAPY INC,, ,,,,311 WHITTINGTON AVE ,HOT SPRINGS,71901,,"PROVIDING TREATMENT, SUPERVISION, TRAINING, AND TRANSPORTATION FOR MENTALLY ILL ADULTS.

DAY TREATMENT OF PERSISTENT MENTAL ILLNESS IN GROUPS OR INDIVIDUAL SESSIONS. CLIENTS IN 2 LOCATIONS, CONSISTING OF GROUP HOME & RESIDENTIAL CARE FACILITIES, AND PROVIDING SUPERVISION AT THESE LOCATIONS.",34.516094,-93.059639,71-0397609,AR
VETERANS ADMINISTRATION HOSPITAL FEDERAL CREDIT UNION,, ,,,,4300 W 7TH ST % TAX ACCOUNTING DEPT,LITTLE ROCK,72205,,"

",34.7486563,-92.3542193,71-0302553,AR
LIFE CHOICES PREGNANCY CARE CENTER,, ,,,,111 PINE ST % JAMIE RINDT,CROSSETT,71635,,"Lay counseling ie: discussing present circumstances of unplanned pregnancy and looking at objectively at options for unwed mothers.

The purpose is to share the Gospel of Jesus Christ by offering practical, emotional, and spiritual support to women, men, and children who are facing pregnancy and abortion related concerns, including the provision of free pregnancy services, peer counseling, information about abortion procedures and risks, information about abortion alternatives, abstinence education, post-abortion support, and other related programs and services.",0.0,0.0,16-1646572,AR
HAVEN OF REST COMMUNITY OUTREACH CENTER,, ,,,,PO BOX 2582 % ANNA SHANNON,WEST HELENA,72390,,"

",0.0,0.0,14-1933483,AR
ARKANSAS REGIONAL COMMISSION,, ,,,,335 MITCHELL ST ,CONWAY,72034,,"

",35.0824419,-92.45016299999999,71-0744070,AR
BAXTER COUNTY SHERIFFS RESERVE DEPUTY ASSOCIATION,, ,,,,PO BOX 2264 ,MOUNTAIN HOME,72654,,"TO ASSIST THE BAXTER COUNTY ARKANSAS SHERIFF AND HIS STAFF IN LAW ENFORCEMENT AND ADMINISTRATIVE ACTIVITIES OF THE DEPARTMENT.

TO ASSIST THE BAXTER COUNTY ARKANSAS SHERIFF AND HIS STAFF IN LAW ENFORCEMENT AND ADMINISTRATIVE ACTIVITIES OF THE DEPARTMENT.",0.0,0.0,71-0844414,AR
LEND A HAND INC,, ,,,,721 MONTH 10TH ,FORT SMITH,72901,,"to provide Low Income Housing

",0.0,0.0,58-2002763,AR
VETERANS OF FOREIGN WARS DEPARTMENT OF ARKANSAS,, ,,,,1989 HEBER SPRINGS RD N ,TUMBLING SHLS,72581,,"

",0.0,0.0,71-0511838,AR
MANNING COMMUNITY CENTER,, ,,,,6070 W HIGHWAY 8 % MELBA JACKSON,SPARKMAN,71763,,"

",33.9167689,-92.8482207,43-1982594,AR
VETERANS OF FOREIGN WARS DEPARTMENT OF ARKANSAS,, ,,,,PO BOX 1295 ,EL DORADO,71731,,"patriotic, fratemal, veterans & community service

FLOWERS AND MEMORIALS $451.37 BELT BUCKLES 509.06 ASSOC OF BLIND 50.00 EL DORADO POLICE 900.00 INTEL LIL MISS 150.00 UNION COUNTY FAIR 100.00 ROTC 19.90 BOYS/GIRLS CLUB 325.00 BOYS/GIRLS STATE 125.00 INDIVIDUAL RELIEF 1515.00 RIDE CLUB 1090.00 COMMUNITY HOSPICE 60.00 BALL TEAM 500.00",0.0,0.0,71-6058459,AR
SCAN VOLUNTEER SERVICE INC,, ,,,,211 W 3RD AVE STE 120 ,PINE BLUFF,71601,,"CHILD PROTECTION

SCAN PROVIDES COUNSELING AND GUIDANCE TO FAMILIES OF SUSPECTED CHILD ABUSE AND NEGLECT.",0.0,0.0,23-7192599,AR
CIRCLE CENTER LTD STOPPING CRIME AGAINST DISADVANTAGE PEOPLE,, ,,,,4513 PARK RD % GLICENIA C LOGAN,LAVACA,72941,,"

",35.3362015,-94.1732635,77-0705640,AR
VETERANS OF FOREIGN WARS DEPARTMENT OF ARKANSAS,, ,,,,PO BOX 252 ,BOONEVILLE,72927,,"

",0.0,0.0,71-6058463,AR
IAP MINISTRIES,, ,,,,PO BOX 2772 % LEATHA MOORE,W MEMPHIS,72303,,"

",0.0,0.0,14-1957527,AR
FAIRVIEW COMMUNITY DEVELOPMENT ASSOCIATION INC,, ,,,,1016 E WILSON ST % WAYNE C GIBSON,EL DORADO,71730,,"

",33.20763,-92.6662674,11-3731794,AR
ARKANSAS JEWELERS ASSOCIATION,, ,,,,PO BOX 1230 ,CLINTON,72031,,"

",35.539145,-92.442247,27-0402806,AR
GRAVETTE PUBLIC SCHOOLS FOUNDATION,, ,,,,9663 REBEL RD ,GRAVETTE,72736,,"

",0.0,0.0,71-0709682,AR
"Advocates & Relatives for Kids, Inc.",, ,,,,808 N Cedar ,North Little Rock,72114,,"

",0.0,0.0,71-0763949,AR
SOUTHEAST ARKANSAS BEHAVIORAL HEALTHCARE SYSTEM INC,, ,,,www.sabhs.org,PO BOX 1019 ,PINE BLUFF,71613,,"TO CREATE AN ENVIRONMENT WHERE STAFF IS CONSCIENTIOUS, PROFESSIONAL, & RESPONSIBLE TO THE BEHAVIORAL HEALTH NEEDS OF THE AREA IN A MANNER WHICH IS CLIENT ORIENTED, ACCESSIBLE, AFFORDABLE, AND QUALITY DRIVEN

PROVIDE TREATMENT FOR PERSONS WITH BEHAVIORAL HEALTHCARE NEEDS AND MENTAL DISORDERS TOTAL CLIENTS SERVED FOR THE YEAR ENDED JUNE 30, 2010 -- 5,732",33.877984,-91.9008659,71-0360221,AR
PREGNANCY CARE CENTER OF TRUMANN,, ,,,,PO BOX 8 % SHANNON BRUNER,TRUMAN,72472,,"

",35.6082351,-90.563609,20-4296719,AR
VETERANS OF FOREIGN WARS DEPARTMENT OF ARKANSAS,, ,,,,5493 NO CTY RD 503 ,BLYTHEVILLE,72315,,"

",0.0,0.0,71-0478901,AR
QUALITY LIVING CENTER INC,, ,,,WWW.QUALITYLIVINGCENTER.ORG,3925 ASHER AVE % CURTIS A KEITH,LITTLE ROCK,72204,,"WORKING WITH YOU TO IMPROVE THE QUALITY OF YOUR LIFE

",34.7179437,-92.3714901,71-0894257,AR
RUTH-NAOMI ORGANIZATION,, ,,,,PO BOX 29 % JANET SHAPTER,OMAHA,72662,,"

",36.4522883,-93.188513,52-2363779,AR
AMVETS,, ,,,,PO BOX 1545 % PEGGY PRESLEY,MT VIEW,72560,,"

",35.8684075,-92.11765210000002,73-1709980,AR
SHEEP DOG IMPACT ASSISTANCE,, ,,,,6504 38TH ST ,ROGERS,72758,,"

",36.266648,-94.170746,26-4521779,AR
COMBAT MISSIONARY BAPTIST CHURCH,, ,,,,6909 TALMAGE DR % REV PAUL G PIGHEE SR,LITTLE ROCK,72204,,"

",34.7179437,-92.3714901,94-3417438,AR
ARKANSANS FOR DRUG FREE YOUTH CLEBURME COUNTY,, ,,,,25 ANTIOCH RD ,DRASCO,72530,,"

",35.6263042,-91.94654369999999,71-0745410,AR
Foodshare and Opportunity Network,burton.b@sbcglobal.net,Brian Burton,,Treasurer,,P.O. Box 501 ,Prescott,71857,,"Transform the lives of people living in poverty through opportunities for improved nutrition, health, education and economic stability.

",0.0,0.0,51-0674447,AR
DREW HEALTH COALITION,, ,,,,940 SCOGIN DR % CRYSTAL RATLIFF,MONTICELLO,71655,,"

",33.6289974,-91.7909639,26-2735462,AR
VETERANS OF FOREIGN WARS DEPARTMENT OF ARKANSAS,, ,,,,1206 CENTRAL BLVD % JAMES WOODWORTH,BULL SHOALS,72619,,"TO PROVIDE SOCIAL AND RECREATIONAL ACTIVITIES FOR MEMBERS AND PERPETUATE THE MEMORY OF DECEASED VETERANS AND MEMBERS OF THE ARMED FORCES.

TO PROVIDE SOCIAL AND RECREATIONAL ACTIVITIES FOR MEMBERS, AND PERPETUATE THE MEMORY OF DECEASED VETERANS AND MEMBERS OF THE ARMED FORCES.",0.0,0.0,71-0474254,AR
DISABLED AMERICAN VETERANS,, ,,,,PO BOX 1052 ,SILOAM SPGS,72761,,"

",36.1585967,-94.4593791,71-0528980,AR
CHILDREN & YOUTH SERVICES PROPERTIES INC,, ,,,,4220 STADIUM BLVD ,JONESBORO,72404,,"SUPPORT OF TRANSPORTATION NEEDS

PROVIDED TRANSPORTATION FOR DELINQUENT YOUTH FOR COUNSELING AND OTHER JUVENILE JUSTICE NEEDS IN THE NORTHEAST ARKANSAS AREA.",0.0,0.0,72-1403555,AR
ABUSED WOMENS ABODE KINDLING EDUCATION INC,, ,,,,PO Box 777 ,Salem,72576,,"

",0.0,0.0,71-0771133,AR
TRINITY MINISTRIES INC,, ,,,,2205 RACE ST % NEVIN A BEACHY,JONESBORO,72401,,"COUNSELING/RELIGIOUS

PROVIDING COUNSELING AND EDUCATIONAL SERVICES FROM A RELIGIOUS PERSPECTIVE",35.84229670000001,-90.704279,71-0858783,AR
Citizens Against Substance Abuse,, ,,,,242 GRANT 167031 ,SHERIDAN,72150,,"

",34.4227863,-92.3717315,71-0717789,AR
Psi Chi Chapter,scottgast@hotmail.com,Kay Wilson,(423) 756-2044,Executive Officer,http://www.psichi.org,John Brown Department of Psychology ,Siloam Springs,72761,,"Psi Chi is the National Honor Society in Psychology, founded in 1929 for the purposes of encouraging, stimulating, and maintaining excellence in scholarship, and advancing the science of psychology. Membership is open to graduate and undergraduate men and women who are making the study of psychology one of their major interests, and who meet the minimum qualifications. Psi Chi is a member of the Association of College Honor Societies and is an affiliate of the American Psychological Association and the American Psychological Society.

",0.0,0.0,58-2128591,AR
YOUNG WOMENS CHRISTIAN ASSOCIATION OF TEXARKANA ARK-TEX INC,, ,,,,2710 ARKANSAS BLVD ,TEXARKANA,71854,,"HELPING YOUNG WOMEN IN LEADERSHIP, BUSINESS, AND INDIVIDUAL EMPOWERMENT

EXPENDITURES FOR ACTIVITIES IN 2007 OF $138,041, WHICH PROVIDE OPPORTUNITIES FOR WOMEN'S GROWTH AND DEVELOPMENT IN LEADERSHIP, BUSINESS, AND INDIVIDUAL EMPOWERMENT.",33.4604653,-94.0137591,71-0253137,AR
VETERANS OF FOREIGN WARS DEPARTMENT OF ARKANSAS,, ,,,,18 JORNADA CIR ,HOT SPRINGS,71909,,"

",0.0,0.0,71-0667069,AR
VETERANS OF FOREIGN WARS DEPARTMENT OF ARKANSAS,, ,,,,437 DANIEL HILL RD % SAMUEL MASSEY,LESLIE,72645,,"

",35.8303543,-92.55793969999999,71-0766327,AR
Parents Without Partners,pwp@jti.net, ,(561) 391-8833,,http://www.parentswithoutpartners.org/,P.O. Box 10417 Toadsuck Country Chapter 1290,Conway,72034,,"Parents Without Partners provides single parents and their children with an opportunity for enhancing personal growth, self-confidence and sensitivity towards others by offering an environment for support, friendship and the exchange of parenting techniques. Parents Without Partners was founded in 1957 in New York City by two single parents: Jim Egleson, a non-custodial parent, and Jacqueline Bernard, a custodial parent. As concerned parents, they felt isolated from society because of their marital status, and decided to form a mutual support organization. Following their first newspaper advertisements directed to """"Parents Without Partners"""", 25 single parents attended the first meeting in a Greenwich Village church basement. Later, media attention brought inquiries from all over the country. Parents Without Partners, Inc. is now the largest international, nonprofit membership organization devoted to the welfare and interests of single parents and their children. Single parents may be male or female, custodial or non-custodial, separated, divorced, widowed or never-married.

",0.0,0.0,71-0671644,AR
DISABLED AMERICAN VETERANS AUXILIARY INC,, ,,,,178 STALLINGS ST ,HARTMAN,72840,,"

",35.433757,-93.61979199999999,80-0551824,AR
DISABLED AMERICAN VETERANS,, ,,,,214 VINE ST ,NEWPORT,72112,,"

",35.603152,-91.28500199999999,71-6061907,AR
MARTIN LUTHER KING HERITAGE & ENRICHMENT CENTER,, ,,,,1220 HIGH DR % JESSIE M GARRETT,LITTLE ROCK,72206,,"

",34.6429822,-92.2433487,20-1771933,AR
FLIPPIN PRIDE TEAM,, ,,,,PO BOX 1191 % EDITH WILLIAMS,FLIPPIN,72634,,"

",0.0,0.0,20-8028758,AR
COMMUNITY CRISIS INTERVENTION SERVICES INC,, ,,,,705 MALVERN AVE ,HOT SPRINGS,71901,,"PROVIDES FOOD/HOUSING/CLOTHING/MEDICAL

PROVIDES LUNCHES AND FOOD TO 42057 INDIVIDUALS PROVIDES PANTRY FOOD TO 15996",34.5047224,-93.04831,71-0526262,AR
VETERANS OF FOREIGN WARS OF THE US DEPT OF ARKANSAS LADIES AUXILIARY,, ,,,,GREENBRIER CITY HALL BLDG ,GREENBRIER,72058,,"

",0.0,0.0,71-0700873,AR
OUT OF THE DARK INC,, ,,,,407 UNION ST % MICHAEL BURROUGHS,JONESBORO,72401,,"

",35.84229670000001,-90.704279,80-0531849,AR
"Arkansas Vietnam Veterans Leadership Program, Inc.",, ,,,,8408 GRIGGS RD ,PINE BLUFF,71603,,"

",34.171981,-92.10768,71-0564238,AR
MILITARY ORDER OF THE PURPLE HEART OF THE USA,, ,,,,574 MARION COUNTY 7075 ,FLIPPIN,72634,,"

",0.0,0.0,71-0759703,AR
ASOCIACION DE MUJERES DE ARKANSAS,, ,,,,PO BOX 56378 % MARIA G STANCIL PRESIDENT,LITTLE ROCK,72215,,"

",0.0,0.0,80-0379970,AR
NETWORKING TO ELIMINATE ADVERSITY BY DEVELOPING SELF-IMAGE,, ,,,,1800 W PULLEN ST % MARGIE HOWARD BELL,PINE BLUFF,71601,,"

",0.0,0.0,81-0568259,AR
ARKANSAS TEEN CHALLENGE WOMENS MINISTRIES INC,, ,,,,2192 S ELMIRA AVE ,RUSSELLVILLE,72802,,"TO ASSIST WOMEN WHO ARE IN PHYSICAL, EMOTIONAL, AND SPIRITUAL NEED

CARE OF PARTICIPANTS",35.25501,-93.103623,26-3846094,AR
SISTER TO SISTER INC,, ,,,,PO BOX 8753 % DYKE J MOISEICHIK,FAYETTEVILLE,72703,,"

",36.1192532,-94.0388918,27-0136709,AR
CROWLEYS RIDGE DEVELOPMENT COUNCIL INC,hmorrison@crdcnea.com,Hayden Morrison,,Grants Administrator,www.crdcnea.com,PO Box 1497 ,Jonesboro,72403,,"CRDC provides local leadership in the creation of opportunities for low income, individuals and families to lead economically and socially productive lives, children to become healthy adults, and communities to be more supportive of their citizens.

AGING PROGRAM - CONGREGATE AND HOME DELIVERED MEALS, TRANSPORTATION, SENIOR CENTER ACTIVITIES IN 8 COUNTIES, 1,551 INDIVIDUALS WERE SERVED BY THIS PROGRAM IN THE 2009 TAX YEAR",35.673781,-90.5066609,71-0412085,AR
COMMUNITY RESOURCES TECHNICIANS INC,, ,,,,PO BOX 3616 % DEBORAH K COOPER,LITTLE ROCK,72203,,"

",34.7461459,-92.28785669999999,01-0648891,AR
HOT SPRING COUNTY R O S E INC,, ,,,,227 W PAGE AVE ,MALVERN,72104,,"TO MEET THE NEEDS OF AREA PERSONS PERTAINING TO HUMAN HUNGER, CLOTHING, SHELTER, AND OTHER BASIC NEEDS.

PROVIDED FOOD, CLOTHING, AND SHELTER, TO APPROXIMATELY 400 TO 500 AREA RESIDENTS.",0.0,0.0,71-0760717,AR
TRAINING COMMUNITY ORGANIZATIONS FOR CHANGE INC,, ,,,,PO BOX 127 ,WRIGHTSVILLE,72183,,"Promote & govern lawn bowling

Training & support projects in form of seminars & inservice training decisions to nurture leadership & organizational effectiveness of participating non-profit organizations",34.6007637,-92.21736419999999,71-0769314,AR
SAMARITAN OUTREACH INC,, ,,,,PO BOX 183 % PEGGY OGLEE,DARDANELLE,72834,,"SAMARITAN OUTREACH, INC. PROVIDES SERVICES FOR THE VICTIMS OF DOMESTIC ABUSE, AND EDUCATES THE COMMUNITY TO WORK TOWARD A SOLUTION TO END FAMILY VIOLENCE.

SAMARITAN OUTREACH, INC. HAS PROVIDED TEMPORARY SHELTER AND SUPPORTING SERVICES TO VICTIMS OF DOMESTIC ABUSE AND HAS PROVIDED REFERRAL SOURCES TO VICTIMS IN NEED OF ADDITIONAL SERVICES NOT OFFERED BY THE ORGANIZATION.",0.0,0.0,20-8586882,AR
REHOBOTH MINISTRY INC,, ,,,,386 W CADRON RIDGE RD % GARLAND MURPHY,WOOSTER,72181,,"

",35.1653807,-92.45299759999999,56-2425108,AR
FOUNDATION TO PRESERVE AND PROMOTE THE NATIVITY,, ,,,,PO BOX 23276 ,LITTLE ROCK,72221,,"PRESENTATION OF A HISTORICAL NATIVITY SCENE

STORED, REPAIRED, PREPARED SITE FOR PRESENTATION OF HISTORIC NATIVITY SCENE; MOVED THE NATIVITY TO THE SITE; AND MAINTAINED THE HISTORIC NATIVITY SCENE DURING CHRISTMAS",34.75,-92.28999999999999,71-0785000,AR
DISABLED AMERICAN VETERANS,, ,,,,178 STALLINGS ST ,HARTMAN,72840,,"

",35.433757,-93.61979199999999,31-1226483,AR
PARKER-BROWN FOUNDATION,, ,,,,526 S 9TH ST ,WEST MEMPHIS,72301,,"

",35.1402284,-90.17353489999999,27-2659966,AR
TRAUMATICALLY INJURED VETERANS OF ARKANSAS,, ,,,,940 GOLDEN POND DR ,RUSSELLVILLE,72802,,"

",35.348399,-93.101799,27-5001783,AR
DISABLED AMERICAN VETERANS AUXILIARY INC,, ,,,,540 CYPRESS LN ,VAN BUREN,72956,,"

",35.4435611,-94.2844322,31-1199756,AR
ARKANSAS EARTH DAY FOUNDATION,, ,,,,PO BOX 166023 ,LITTLE ROCK,72216,,"

",34.65,-92.25,01-0613603,AR
INNOCENT CHILDRENS DEFENSE NETWORK INC,, ,,,,2701 KAVANAUGH BLVD STE 207 ,LITTLE ROCK,72205,,"

",34.75731,-92.32312300000001,26-3340211,AR
THE C A L L,, ,,,,PO BOX 25524 % MARY CAROL PEDERSON,LITTLE ROCK,72221,,"

",34.75,-92.28999999999999,20-8866268,AR
DOMINION WORLD DEVELOPMENTCORPORATION,, ,,,,PO BOX 41 % LINDA M WILSON,MARION,72364,,"

",0.0,0.0,20-8640847,AR
PARAKALEO COMMUNITY SERVICE AND DEVELOPMENT CORPOR,, ,,,,812 E HARDING AVE ,PINE BLUFF,71601,,"

",34.2127899,-91.996409,38-3740758,AR
HONOR FLIGHT NORTHWEST ARKANSAS,, ,,,,10475 TYSON PL % WILLIAM L MCKENZIE,BENTONVILLE,72712,,"

",36.3728538,-94.2088172,27-0464411,AR
SHARING-NEIGHBOR TO NEIGHBOR,, ,,,,1909 PARK LN % ETHELRINE TAYLOR,LITTLE ROCK,72206,,"

",34.6429822,-92.2433487,36-4561638,AR
BUILDING LIVES INC,, ,,,,2706 W 11TH AVE % ROSEMARY DAVIS,PINE BLUFF,71603,,"

",34.2284312,-92.00319549999999,27-0074058,AR
AMERICAN LEGION POST,, ,,,,PO BOX 9 ,HOLLY GREEN,72069,,"

",34.547223,-91.17369939999999,71-0608102,AR
ALPHA & OMEGA,, ,,,,236 ASH ST ,FORREST CITY,72335,,"

",0.0,0.0,71-0813282,AR
ROA INC,, ,,,,PO BOX 13508 % GEORGE S MACKEY,MAUMELLE,72113,,"

",0.0,0.0,80-0212213,AR
DUNNICAN HOPECHEST,Littletresad@aol.com,Tresa Dunnican,,Director,www.Dunnicanhopechest.com,825 Christy Cov ,Jacksonville,72076,,"Our organization gives a child taken into State foster care the clothing they will need to carry them until a voucher can be generated for personal needs and clothing.

",0.0,0.0,20-5969354,AR
PEOPLE HELPING PEOPLE INC,, ,,,,PO BOX 124 % JIMMY L MANN,AMAGON,72005,,"PROVIDE CHARITABLE SERVICES

",35.5620249,-91.1104012,46-0485564,AR
MURPHY EMPLOYEES DISASTER RELIEF FOUNDATION,, ,,,,200 E PEACH ST ,EL DORADO,71730,,"Emergency Assistance & Disaster Relief

Provide emergency assistance and disaster relief to victims of Hurricane Katrina. Monetary assistance was provided to seven victims in 2006.",0.0,0.0,20-3438777,AR
ARKANSAS AUTOMOTIVE SCHOOL FOR MECHANICS,, ,,,,3201 MARSHALL ST % BERNARD H SAMPSON,LITTLE ROCK,72206,,"

",34.6429822,-92.2433487,51-0461663,AR
SHERIDAN-HURRICANE CREEK,, ,,,,4572 HIGHWAY 270 E ,SHERIDAN,72150,,"

",0.0,0.0,71-0759885,AR
BLYTHEVILLE COMMUNITY SAMARITAN MINISTRIES,, ,,,,PO BOX 658 ,BLYTHEVILLE,72316,,"FAMILY ORIENTED PROGRAMS

FAMILY LIFE CENTER-33867 FEEDING PROGRAM - 6081 LEADERSHIP DEVELOPMENT - 5185",35.9323808,-89.9068219,58-1949669,AR
MILITARY ORDER OF THE COOTIE OF THE UNITED STATES,, ,,,,50 N MEADOWCLIFF DR % NICK MAHNICK,LITTLE ROCK,72209,,"

",34.6741181,-92.3517526,31-1185139,AR
VETERANS MEMORIAL OF GARLAND COUNTY ARKANSAS,, ,,,www.gcvets.com,PO BOX 3955 ,HOT SPRINGS,71914,,"The erection of a Veterans' Memorial

More than 20,000 veterans of Garland County, Arkansas and many other veterans, are to be honored with a suitable Memorial for their service to America.",34.5,-93.06,30-0116174,AR
YELL COUNTY SEARCH AND MARINE RESCUE,, ,,,,PO BOX 639 % JOHN W STOTTMAN,RUSSELLVILLE,72811,,"

",35.2769962,-93.1319863,27-0060229,AR
PLEASANT HILL CHURCH FOOD PANTRY,, ,,,,2082 RED WINGS RD ,BISMARCK,71929,,"

",34.306039,-93.21532599999999,32-0331676,AR
OUACHITA COUNTY YOUTH AID,, ,,,,PO Box 1032 ,Camden,71701,,"

",0.0,0.0,71-0752684,AR
MASTERS TABLE INC,, ,,,,631 PARK AVE % DOUGLAS RODGERS,HTO SPRINGS,71901,,"

",0.0,0.0,20-0603188,AR
DISABLED AMERICAN VETERANS,, ,,,,PO BOX 920 ,YELLVILLE,72687,,"

",36.2261815,-92.6848876,71-6061909,AR
ARKANSAS COUNSELING ASSOCIATION,, ,,,,13121 MORRISON RD ,LITTLE ROCK,72212,,"Promote Human Dev

Enhance development of counselous and condocting programs and workshops for training and cont. education.",0.0,0.0,71-0642187,AR
AMERICAN VETERANS OF WORLD WAR II KOREA & VIETNAM,, ,,,,PO BOX 2033 ,RUSSELLVILLE,72811,,"

",0.0,0.0,71-0815103,AR
MILITARY ORDER OF THE COOTIE OF THE UNITED STATES SUPREME PUP TENT,, ,,,,630 OUACHITA AVE ,HOT SPRINGS,71901,,"

",34.5035302,-93.06126809999999,71-0495786,AR
"Americans for Strong Civil Defense, Inc.",, ,,,,Rte 5 Box 1062 ,Berryville,72616,,"

",0.0,0.0,71-0595597,AR
TRICOUNTY MEDICAID TRANSPORTATION INC,, ,,,,1411 S MARTIN ST ,WARREN,71671,,"

",0.0,0.0,71-0772117,AR
VETERANS OF FOREIGN WARS DEPARTMENT OF ARKANSAS,, ,,,,1405 E CENTER ST ,BEEBE,72012,,"PROVIDE TEEN DANCE FOR COMMPUNITY AND A PLACE FOR THE PATRONS TO MEET AND ENGAGE IN ACTIVITIES

CANTEEN SALES",0.0,0.0,71-0564674,AR
MILITARY ORDER OF THE COOTIE OF THE US,, ,,,,PO BOX 812 % JACK MADISON,RUSSELLVILLE,72811,,"

",35.2769962,-93.1319863,51-0191489,AR
"Northwest Arkansas Women's Resources, Inc.",info@lovingchoices.org,Catherine Arnsperger,,Executive Director,www.lovingchoices.org,801 South 7th St ,Rogers,72756,,"Aiding our clients who are facing an unplanned pregnancy is our primary mission.  Loving Choices exists to give them the tools that they need to support the life-giving choices of adoption or parenting.

LOVING CHOICES PREGNANCY CENTERS OF NWA SERVES APPROXIMATELY 1000 WOMEN ANNUALLY PROVIDING FREE AND CONFIDENTIAL SERVICES PREGNANCY TESTING, LIMITED OBSTETRICAL ULSTRASOUND, STD TESTING/TREATMENT, OPTIONS COUNSELING, LIVE ONLINE HELP, 24 HOUR HOTLINE, PARENTING CLASSES AND MENTORING, ADOPTION PLANNING AND A COMMUNITY SPEAKERS BUREAU",0.0,0.0,58-1813130,AR
