,Email,Name,Phone,Title,Website,Street,City,Postal Code,Associated with,Description,Latitude,Longitude,EIN,State
I AM SOMEBODY COALITION ASSOCIATION,, ,,,,PO BOX 1861 % REV ALLEN RUSSELL,BROKEN ARROW,74013,,"

",36.0349846,-95.7907559,30-0464057,OK
PONCA CITY VETERANS DAY PARADE ASSOCIATION,, ,,,,16 DONNER PL ,PONCA CITY,74604,,"

",36.73322,-97.054366,26-3179017,OK
MAINE STREET FOUNDATION INC,, ,,,,701 W MAINE AVE ,ENID,73701,,"Drug & Alcohol Rehab Housing

Rehab housing for Drug & Alcohol abuse for 7 individuals",36.395301,-97.886838,73-1527723,OK
GOOD SAMARITAN HEALTH SERVICES INC,, ,,,,7600 S LEWIS AVE ,TULSA,74136,,"GOOD SAMARITAN HEALTH SERVICES, INC PROVIDES QUALITY HEALTH CARE TO THE UNDER SERVED POPULATIONS WITHIN THE COMMUNITY. THE ORGANIZATION INTEGRATES SUPPORT FROM THE COMMUNITY AND EMPHASIZES A HOLISTIC APPROACH TO HEALTH CARE.

GOOD SAMARITAN HEALTH SERVICES, INC PROVIDES QUALITY HEALTH CARE TO THE UNDER SERVED POPULATIONS WITHIN THE COMMUNITY. THE ORGANIZATION INTEGRATES SUPPORT FROM THE COMMUNITY AND EMPHASIZES A HOLISTIC APPROACH TO HEALTH CARE.",36.054098,-95.95946599999999,73-1559561,OK
DEPARTMENT OF OKLAHOMA LADIES AUXILIARY TO THE VFW INC,, ,,,,1220 W WASHINGTON AVE ,GUTHRIE,73044,,"

",35.884529,-97.440004,27-0323710,OK
"Scope Ministries International, Inc.",spickard@scopeministries.org,Sandra Pickard,,Executive Director,http://www.scopeministries.org,700 NE 63rd St ,Oklahoma City,73105,,"Scope meets hurting people''s needs and provides answers to difficult life questions with the practical application of Biblical truth.

The organization provided Biblical counseling to numerous individuals in Oklahoma in addition to training others worldwide how to perform Biblical counseling",0.0,0.0,23-7296814,OK
4 THE PEOPLE INC,, ,,,,PO BOX 748 ,ANADARKO,73005,,"

",35.072562,-98.2436625,26-0879454,OK
OKLAHOMA VETERINARY EDUCATIONAL SUPPLY INC,, ,,,,408 S MAIN ST STE 2 ,STILLWATER,74074,,"

PROVIDED TEXT BOOKS AND SUPPLIES TO VET MED STUDENTS OF OKLAHOMA STATE UNIVERSITY AT OR BELOW MARKET PRICES",36.117455,-97.05908590000001,73-0978393,OK
MENTAL WELLNESS ASSOCIATION,, ,,,,727A OVERHEAD DR ,OKLAHOMA CITY,73128,,"

",35.4586237,-97.60643429999999,73-1605992,OK
DEMSON COUNSELING & ASSOCIATES INC,, ,,,WWW.DEMSONCOUNSELING.ORG,1330 N CLASSEN BLVD % DONALD MBOSOWO,OKLAHOMA CITY,73106,,"COUNSEL PEOPLE ASSOCIATED WITH MENTAL HEALTH SUCH AS DEPRESSIONANXIETY BIPOLAR COUNSELS

DONE SOME SIGNIFICANT CONTRIBUTION TO SOCIETY BY GIVING PROFESSIONAL COUNSELING TO PEOPLE WITH MENTAL HEALTH",0.0,0.0,68-0595236,OK
RESERVE OFFICERS ASSOCIATION OF THE UNITED STATES,, ,,,,6700 STINCHCOMB DR ,OKLAHOMA CITY,73132,,"

",0.0,0.0,91-1834181,OK
VETERANS OF FOREIGN WARS OF THE UNITED STATES DEPT OF OKLAHOMA,, ,,,,PO BOX 162 ,TALIHINA,74571,,"

",34.7514893,-95.04801619999999,73-6104471,OK
PASSION OF JESUS FOOD PANTRY FOUNDATION,, ,,,,401 NE WILSHIRE AVE ,BARTLESVILLE,74006,,"

",36.762679,-95.928291,45-2482444,OK
"Sons of Confederate Veterans, Inc. WC Quantrill Camp 1480",, ,,,,403 E Benson ,Wetumka,74883,,"

",35.2351632,-96.2377557,58-1811701,OK
DEPARTMENT OF OKLAHOMA LADIES AUXILIARY TO THE VFW INC,, ,,,,2314 HIGHWAY 82 N % COLLEEN MONTGOMER,SALINA,74365,,"

",36.2928692,-95.15329659999999,27-0196205,OK
STROUD FOOD PANTRY INC,, ,,,,212 W MAIN ST % CHERRY GREENQUIST,STROUD,74079,,"

",35.7486798,-96.6580726,37-1499939,OK
LOAVES & FISHES MINISTRIES INC,, ,,,,PO BOX 33155 ,TULSA,74153,,"

ASSISTANCE TO THE NEEDY IN THE FORM OF FOOD, CLOTHING CASH AND SPIRITUAL COUNSELING",36.379129,-95.72942499999999,73-1144861,OK
AMVETS,, ,,,,2115 W BEECH AVE ,DUNCAN,73533,,"

",0.0,0.0,73-1245937,OK
"New Energes Ministries (NEM), Inc.",, ,,,,5413 N Everest Ave ,Oklahoma City,73111,,"

",0.0,0.0,73-1525690,OK
FOCUS FOUNDATION OF STILLWATER INC,, ,,,,920 S MAIN ST ,STILLWATER,74074,,"

",36.11143819999999,-97.0586277,45-2465600,OK
VETERANS OF FOREING WARS OF THE UNITED STATES DEPT OF OKLAHOMA,, ,,,,2012 N HIGHWAY 81 ,DUNCAN,73533,,"

",34.5289739,-97.9667848,73-0627883,OK
OKLAHOMA STATE NAVY,, ,,,,326 SE 59TH ST % BRENDA BELFLOWER,OKLAHOMA CITY,73129,,"

DRUG ABUSE EDUCATION MATERIALS AND SUPPORT OF DRUG ABUSE RELATED PROGRAMS.",0.0,0.0,73-1457028,OK
BRIDGEWAY INC,, ,,,,PO BOX 883 ,PONCA CITY,74602,,"To reintegrate the chemically addicted male into society as a productive citizen

Halfway House",0.0,0.0,73-1261802,OK
VETERANS OF FOREIGN WARS OF THE UNITED STATES DEPT OF OKLAHOMA,, ,,,,502 S TELEPHONE RD ,MOORE,73160,,"

",35.3328439,-97.49445449999999,73-6110080,OK
INTERNATIONAL CONNECTIONS INC,, ,,,ICLCNETWORK.COM,PO BOX 1091 ,SHAWNEE,74802,,"ASSIST BENEVOLENT AND MISSION

",35.3287459,-96.9219543,73-1545195,OK
NAOMI HOUSE INC,, ,,,,1212 HARRIS ST NW % CHERYL ROBINSON,ARDMORE,73401,,"

",34.1952576,-97.13800599999999,26-3018056,OK
VETERANS OF FOREIGN WARS OF THE UNITED STATES DEPT OF OKLAHOMA,, ,,,,1018 BARNES AVE ,ALVA,73717,,"

",36.8037888,-98.67369550000001,73-1236954,OK
DISABLED AMERICAN VETERANS AUXILIARY INC,, ,,,,HC 60 BOX 1133 % WILLIE M SNODGRASS,CHECOTAH,74426,,"

",0.0,0.0,23-7332563,OK
BLOOM AND PROSPER FOUNDATION,, ,,,,2703 N CHEYENNE AVE % KIEANNA T JONES,TULSA,74106,,"

",0.0,0.0,81-0582522,OK
DEPARTMENT OF OKLAHOMA LADIES AUXILIARY TO THE VFW INC,, ,,,,PO BOX 882 ,MCALESTER,74502,,"

",34.9326018,-95.76245469999999,73-1299464,OK
OUTBACK RESOURCES OPPORTUNITIES,, ,,,,PO BOX 977 ,GUTHRIE,73044,,"Sales of Packaging employing disabled citizens.

Sales of packaging providing employment opportunities for disabled citizens.",0.0,0.0,73-1502727,OK
VIETNAM VETERANS OF AMERICA INC,, ,,,,PO BOX 3483 % LARRY STEPHENS,ENID,73702,,"

",36.39431039999999,-97.8589724,20-2631008,OK
VIETNAM VETERANS OF AMERICA INC,, ,,,,PO 18547 ,OKLAHOMA CITY,73154,,"

",35.52,-97.52,73-1296122,OK
CREOKS MENTAL HEALTH SERVICES,, ,,,WWW.CREOKS.ORG,PO BOX 760 ,OKMULGEE,74447,,"CREOKS MENTAL HEALTH SERVICES MISSION IS TO PROVIDE COMPREHENSIVE SERVICES TO INDIVIDUALS AND FAMILIES TO FACILITATE RECOVERY AND HEALTHY FAMILY LIFESTYLES WE ARE DEDICATED TO FULFILLING OUR MISSION BY THE CONTINUING PURSUIT OF ENSURING AFFORD ABILITY, ACCESSIBILITY, QUALITY, AND INTEGRITY OF ALL OUR SERVICES AS WELL AS PROMOTING PREVENTION, EDUCATION, COMMUNITY PARTNERSHIPS, AND THE DEVELOPMENT/EXPANSION OF ADDITIONAL PROGRAMS AND METHODS TO MEET THE CHALLENGES OF THE FUTURE

PSYCHIATRIC SERVICES PROVIDED THROUGH INDIVIDUAL AND GROUP THERAPY, CASE MANAGEMENT, AND MEDICATION",35.6234367,-95.9605502,73-1108774,OK
DISABLED AMERICAN VETERANS,, ,,,,PO BOX 2446 ,CLAREMORE,74018,,"

",0.0,0.0,73-6102362,OK
A PLACE OF REFUGE INC,, ,,,,4325 SE 13TH ST % MONICA WOOD,DEL CITY,73115,,"

",35.4420062,-97.4408698,13-4336551,OK
CHRISTIAN MENTORING INC,, ,,,,6774 E 66TH PL % MARK JACKSON,TULSA,74133,,"

",35.2736621,-102.5861823,01-0660182,OK
PLUMBLINE MINISTRIES INC,, ,,,www.plumblineonline.com,8222 E 103RD ST STE 127 ,TULSA,74133,,"We offer free pastoral counseling to those referred to us by our sponsoring churches; We offer classes on a range of topics concerning emational, relational, a spiritual healing & growth

Approx. 80 hr.s of counseling per week Approx. 150 cases / 200+ people served",36.0130659,-95.884214,73-1468951,OK
AS ONE WOMENS MINISTRY OF TAHLEQUAHINC,, ,,,,PO BOX 2022 % ZANA SMITH,TAHLEQUAH,74465,,"

",35.90173650000001,-94.9744127,20-4039281,OK
SONS OF CONFEDERATE VETERANS INC,, ,,,,4913 NW 18TH ST ,OKLAHOMA CITY,73127,,"

",0.0,0.0,57-0890941,OK
SEILING-CHESTER CENTER FOR SENIOR CITIZENS,, ,,,,PO BOX 771 ,SEILING,73663,,"NUTRITION FOR ELDERLY

NUTRITION FOR ELDERLY - SERVED AN AVERAGE OF 172 MEALS PER WEEK",36.1480957,-98.9242615,73-1093194,OK
VETERANS OF FOREIGN WARS OF THE UNITED STATES DEPT OF OKLAHOMA,, ,,,,310 E DON TYLER AVE ,DEWEY,74029,,"

",0.0,0.0,73-1342907,OK
"Cherokee County-Cherokee Nation Court Appointed Special Advocates, Inc.",cccncasa@sbcglobal.net,Jo Prout,,Executive Director,n/a,PO Box 1788 ,Tahlequah,74465,,"CASA''s mission is to train citizen volunteers to speak for abused andor neglected children in court. CASA volunteer advocates are appointed by judges to be independent voices for these children in court. The goal is to place  each child in a safe, permanent home  where he/she can thrive.

PROVIDE TRAINED VOLUNTEERS WHO ADVOCATE FOR THE BEST INTERESTS OF CHILDREN WHO COME TO THE COURT SYSTEM AS A RESULT OF ABUSE AND OR NEGLECT",0.0,0.0,73-1478988,OK
MARY MARTHA OUTREACH INC,, ,,,WWW.MARYMARTHAOUTREACH.COM,PO BOX 314 ,BARTLESVILLE,74005,,"TO SUPPLY FOOD, CLOTHING, FURNITURE, ETC TO ALL PEOPLE REGARDLESS OF COUNTRY OF ORIGIN, RACE, COLOR, GENDER OR SEXUAL ORIENTATION, AT NO CHARGE, IN A MANNER THAT PROTECTS AND UPHOLDS THEIR DIGNITY

PROVIDE BASIC LIVING NECESSITIES (FOOD AND CLOTHING) FOR LOWER INCOME FAMILIES AND, WHEN AVAILABLE, PROVIDE FURNITURE AND HOUSEHOLD GOODS",36.7479572,-95.9809247,73-1588880,OK
PAMPERED PARROTS RESCUE & AVIARY,, ,,,,1402 ENID ST # B % GWEN A SCAMARDO,MULDROW,74948,,"

",35.4062034,-94.5988306,16-1742706,OK
"Ray of Hope Advocacy Center, Inc.",rhonda@rayofhopeac.org,Rhonda Hudson,,Director,www.rayofhopeac.org,PO Box 4037 ,Bartlesville,74006,,"Our mission is to minimize the trauma to child victims during the investigation and prosecution of cases, and to improve the system?s response to child abuse and neglect by uniting the efforts of public agencies and enlisting community support.

TO MINIMIZE THE TRAUMA TO CHILD VICTIMS DURING THE INVESTIGATION AND PROSECUTION OF ABUSE CASES AND TO IMPROVE THE SYSTEM'S RESPONSE TO CHILD ABUSE AND NEGLECT BY UNITING THE EFFORTS OF PUBLIC AGENCIES AND ENLISTING COMMUNITY SUPPORT.",0.0,0.0,41-2101423,OK
DEPARTMENT OF OKLAHOMA LADIES AUXILIARY TO THE VFW INC,, ,,,,PO BOX 275 ,WHITEFIELD,74472,,"

",35.252597,-95.237467,27-1348610,OK
ALCOHOL TRAINING & EDUCATION INC,, ,,,WWW.OKDUISCHOOL.COM,3160 N PORTLAND AVE ,OKLAHOMA CITY,73112,,"EDUCATION FOR DRUNK DRIVERS

THIS ORGANIZATION IS A LICENSED SCHOOL FOR DRUG & ALCOHOL ABUSERS THEY COUNSEL CLIENTS AND CONDUCT CLASSES CLIENTS SERVED 5852",35.5017191,-97.58336129999999,73-1051637,OK
VETERANS OF FOREIGN WARS OF THE UNITED STATES DEPT OF OKLAHOMA,, ,,,,1608 SERAN DR ,WEWOKA,74884,,"

",35.14245700000001,-96.49389599999999,73-1312541,OK
INNOVATIVE HORIZONS INC,, ,,,,PO BOX 2442 ,BARTLESVILLE,74005,,"

",36.7479572,-95.9809247,73-1443812,OK
VETERANS OF FOREIGN WARS DEPARTMENT OF ARKANSAS,info@vfw.org,John Newberry,816-7563390,Director of Communications,www.vfw.org,PO BOX 185 ,COLCORD,74338,,"Our mission is to ''honor the dead by helping the living'' through veterans'' service, community service, national security and a strong national defense.

",36.264249,-94.6930014,71-0531251,OK
AMERICAN GI FORUM OF THE U S,, ,,,,1016 N CHALMERS % PERFECTO RODRIGUEZ,ALTUS,73521,,"

",34.637765,-99.3340442,73-1331923,OK
DEPARTMENT OF OKLAHOMA LADIES AUXILIARY TO THE VFW INC,, ,,,,301 SW K ST ,ANTLERS,74523,,"

",34.228576,-95.6355774,27-0240710,OK
DISABLED AMERICAN VETERANS AUXILIARY INC,, ,,,,RR 2 BOX 124 ,VALLIANT,74764,,"

",34.0023293,-95.0938386,31-1306933,OK
JOSEPHS ESTATE INTERNATIONAL CORP,, ,,,,PO BOX 220 ,HOMINY,74035,,"Educational - humane purposes

Phase I. Legal Executive Ink Program case evaluations, one client served, no litigation, no fees charged. Newsletter publication activities, four issued, 90.00 dollars of donated services were received",36.4142357,-96.3952963,73-1476306,OK
MARVIN PHILLIPS MINISTRIES ASSOCIATION OF TULSA OKLAHOMA,, ,,,,PO BOX 691964 ,TULSA,74169,,"MAINTAIN A MINISTRY INVOLVING MOTIVATIONAL TEACHING, MINISTERING, COUNSELING, AND FEEDING THE HUNGRY.

MINISTRY OF TEACHING AND MOTIVATING CITIZENS OF AFRICA. TEACHING THEM HOPE IN CHRIST.",36.379129,-95.72942499999999,73-1514164,OK
STORKS NEST OF OKLAHOMA CITY INC,, ,,,,6008 CRESTVIEW DR % LILLIAN MARIGNY,OKLAHOMA CITY,73105,,"

",35.5208639,-97.50577369999999,56-2479034,OK
DISABLED AMERICAN VETERANS,, ,,,,PO BOX 1285 ,ATOKA,74525,,"

",34.3859257,-96.12832519999999,23-7249281,OK
MARINE CORPS LEAGUE,, ,,,,1604 E WOODLAND RD ,PONCA,74604,,"

",36.720522,-97.06363999999999,73-1406277,OK
VETERANS OF FOREIGN WARS OF THE UNITED STATES DEPT OF OKLAHOMA,, ,,,,420 S 5TH ST ,VINITA,74301,,"

",0.0,0.0,73-1326938,OK
VETERANS OF FOREIGN WARS OF THE UNITED STATES DEPT OF OKLAHOMA,info@vfw.org,John Newberry,816-7563390,Director of Communications,www.vfw.org,BOX 56 ,LONE GROVE,73443,,"Our mission is to ''honor the dead by helping the living'' through veterans'' service, community service, national security and a strong national defense.

",0.0,0.0,73-6104434,OK
NATIONAL DEBT RESTITUTION INC,, ,,,,5800 E Skelly Dr Ph ,Tulsa,74135,,"

",36.1005816,-95.92512110000001,73-1537552,OK
WILLIS SADDLER FOUNDATION,, ,,,,PO BOX 1175 ,TULSA,74101,,"

",36.379129,-95.72942499999999,73-1540245,OK
FARMERS AT RISK MATTER LTD,, ,,,,108 N OAKRIDGE DR ,EDMOND,73034,,"

",0.0,0.0,73-1380676,OK
DARKSTAR BOOSTER CLUB,, ,,,,7556 SENTRY BLVD STE 359 % SARA F COOPER,TINKER AFB,73145,,"

",0.0,0.0,73-1597898,OK
VETERANS OF FOREIGN WARS OF THE UNITED STATES DEPT OF OKLAHOMA,, ,,,,3811 W OKMULGEE ST ,MUSKOGEE,74401,,"

",35.7549476,-95.41621300000001,73-0658518,OK
Iron Gate Trust,irongate@trinitytulsa.org,"Please see Iron Gate at Trinity, Inc. Please see Iron Gate at Trinity Inc.",,,WWW.THEIRONGATE.ORG,501 S Cincinnati Ave ,Tulsa,74103,,"Our mission has remained the same.

SERVE THE CHARITABLE NEEDS OF THE TULSA COMMUNITY IN SO FAR AS THEY RELATE TO THE SERVICES TO THE UNDERPRIVILEGED SUCH AS PROVIDING FOOD, CLOTHING, AND SHELTER TO SUCH PERSONS",36.152066,-95.98682099999999,73-6302986,OK
YMCA Stillwater,stillwaterymca@hotmail.com,Daniel Carman,405-372-5833,Executive Director,http://www.stillwaterymca.org,204 South Duck Street ,Stillwater,74074,,"To serve Stillwater and surrounding communities by providing programs based upon Christian values, which promote the health and well-being of youth, families, and senior citizen regardless of their economic ability.

The Stillwater Family YMCA exists to serve the community. The YMCA works to strengthen families and develop values and behavors that are consistent with Christian principles. The YMCA is for people of all faiths, races, abilities, ages, and incomes.",0.0,0.0,73-0674204,OK
VETERAN OUTREACH INTERNATIONAL,, ,,,,PO BOX 633 % REX J LEE,SAND SPRINGS,74063,,"

",36.1398102,-96.108891,01-0905717,OK
MILITARY ORDER OF THE COOTIE OF THE UNITED STATES SUPREME PUP TENT,, ,,,,PO BOX 185 % BETTY RUSSELL,STRANG,74367,,"

",36.4106437,-95.1307978,31-1187221,OK
DISABLED AMERICAN VETERANS,, ,,,,RR 2 BOX 54B ,VIAN,74962,,"

",35.4984281,-94.9696749,31-0922546,OK
SOCIETY OF ST VINCENT DE PAUL OKC DISTRICT COUNCIL INC,, ,,,,1901 NW 18TH ST ,OKLAHOMA CITY,73106,,"

",35.488682,-97.543815,35-2286991,OK
VETERANS OF FOREIGN WARS OF THE UNITED STATES DEPT OF OKLAHOMA,info@vfw.org,John Newberry,816-7563390,Director of Communications,www.vfw.org,PO BOX 831 ,ATOKA,74525,,"Our mission is to ''honor the dead by helping the living'' through veterans'' service, community service, national security and a strong national defense.

",34.3859257,-96.12832519999999,73-6103057,OK
SHEPHERDS HAND FOUNDATION,, ,,,,20521 E 77TH ST S ,BROKEN ARROW,74014,,"

",0.0,0.0,73-1503426,OK
"Casa Of Washington County, Inc.",dnika@nationalcasa.org,D'Nika Jackson,(800) 628-3233,Resource Development Coordinator,http://www.nationalcasa.org/,500 E 4th St # A,Bartlesville,74003,,"National CASA's mission is to ensure that every child in or risk of being placed in foster care has a CASA Volunteer, appointed by judges to be a voice for these children in court. The result is that they are placed into safe, loving homes where they can thrive.

",0.0,0.0,73-1384252,OK
OKC DTC INC,, ,,,,PO BOX 803 % JUSTIN KING PRES,OKLAHOMA CITY,73101,,"

",0.0,0.0,90-0342776,OK
MARGARET HUDSON FOUNDATION INC,, ,,,,PO BOX 6726 ,TULSA,74156,,"FUND EDUCATION OF SCHOOL AGE MOTHERS

PROVIDE FUNDING FOR EDUCATION, COUNSELING AND HEALTH SERVICES FOR SCHOOL AGE MOTHERS.",36.379129,-95.72942499999999,73-1371263,OK
AMERICAN VETERANS ASSOCIATION INC,, ,,,,6953 S 66TH EAST AVE % MEMORIAL HIGH SCHOOL,TULSA,74133,,"

",36.9505754,-94.78787009999999,73-1395988,OK
TURNING POINT ALCOHOL & DRUG CENTER INC,, ,,,,622 SE FRANK PHILLIPS BLVD ,BARTLESVILLE,74003,,"DRUG & ALCOHOL DEPENDENCY TREATMENT

SERVICES INCLUDE COUNSELING, EDUCATION, AND TREATMENT OF ALCOHOLICS, DRUG USERS AND THEIR FAMILIES AS WELL AS EDUCATION OF THE YOUTH OF WASHINGTON/NOWATA COUNTIES, OKLAHOMA",36.750858,-95.9692,73-1041205,OK
VETERANS OF FOREIGN WARS OF THE UNITED STATES DEPT OF OKLAHOMA,info@vfw.org,John Newberry,816-7563390,Director of Communications,www.vfw.org,PO BOX 338 ,BOISE CITY,73933,,"Our mission is to ''honor the dead by helping the living'' through veterans'' service, community service, national security and a strong national defense.

",36.7294675,-102.5132419,73-6103061,OK
DEPARTMENT OF OKLAHOMA LADIES AUXILIARY TO THE VFW INC,, ,,,,PO BOX 215 ,PEGGS,74452,,"

",36.1339017,-95.0806918,27-0193797,OK
MOMS CLUB,, ,,,,2705B VILLAGE CT % MINDY L SMITH,CLAREMORE,74017,,"

",36.3125963,-95.61609,56-2512189,OK
VETERANS BENEFITS FOUNDATION OF OKLAHOMA,, ,,,,243 W WILSHIRE BLVD % EVERETT DOWELL,OKLAHOMA CITY,73116,,"

",35.5424793,-97.5518056,32-0188136,OK
IRON WORKERS APPRENTICESHIP TRUST FUND LOCAL UNION 584,, ,,,,14712 E PINE ST ,TULSA,74116,,"TO TRAIN AND EDUCATE IRON WORKERS.

LABOR ORGANIZATION.",0.0,0.0,73-0792884,OK
Psi Chi Chapter,scottgast@hotmail.com,Kay Wilson,(423) 756-2044,Executive Officer,http://www.psichi.org,Cameron University Department of Psychology ,Lawton,73505,,"Psi Chi is the National Honor Society in Psychology, founded in 1929 for the purposes of encouraging, stimulating, and maintaining excellence in scholarship, and advancing the science of psychology. Membership is open to graduate and undergraduate men and women who are making the study of psychology one of their major interests, and who meet the minimum qualifications. Psi Chi is a member of the Association of College Honor Societies and is an affiliate of the American Psychological Association and the American Psychological Society.

",0.0,0.0,58-2128558,OK
BARTLESVILLE WARRIORS FOR CHRIST INC,, ,,,,4001 WISCONSIN ST ,BARTLESVILLE,74006,,"

",36.7678898,-95.9354141,73-1590092,OK
KNIGHTS OF THE ROAD INC,, ,,,,9254 S 92ND EAST AVE % JAMES BROOKS,TULSA,74133,,"

",0.0,0.0,81-0578057,OK
HOPE CRISIS CENTER,, ,,,,PO BOX 228 ,BLACKWELL,74631,,"

",36.8044767,-97.2828207,58-2360770,OK
WICHITA MOUNTAINS PREVENTION NETWORK INC,, ,,,,1318 SW LEE BLVD ,LAWTON,73501,,"PREVENTION OF TEEN PREGNANCY AND SUBSTANCE ABUSE.

PROVIDE SUBSTANCE ABUSE PREVENTION, TEEN PREGNANCY PREVENTION SERVICES TO APPROXIMATELY 50,000 PEOPLE IN SEVERAL COUNTIES OF SOUTHWEST OKLAHOMA.",34.5942683,-98.40913789999999,73-1541231,OK
MUSKOGEE ROTARY CLUB NO 87FOUNDATION INC,, ,,,,2406 W BROADWAY ST ,MUSKOGEE,74401,,"MUSKOGEE ROTARY CLUB NO.87 FOUNDATION, INC. PURPOSE IS TO SERVE MUSKOGEE COMMUNITY BASED CHARITIES AND BENEVOLENT ACTIVITIES.

MUSKOGEE ROTARY CLUB NO.87 FOUNDATION, INC. GAVE $10,000 TO THE GOOD SHEPHERD CLINIC FROM THE GOLD TOURNAMENT, GAVE $1,800 TO THE ROTARY FOUNDATION FROM THE WINE TASTING EVENT, GAVE $5,000 TO CMF INTERNATIONAL FROM GENERAL FUNDS AND GAVE $100 TO WILLIE REEVES FOR TRANSPORTATION TO THE DISTRICT ROTARY SPEECH TOURNAMENT. TOTAL CONTRIBUTIONS WERE $16,900.",35.7560849,-95.3938684,20-8702113,OK
AMERICAN LEGION AUXILIARY,, ,,,,1232 SE 175TH RD ,WILBURTON,74578,,"

",47.6214209,-122.1062531,73-6102289,OK
CREEK COUNTY SHERIFF RESERVE ASSOCIATION,, ,,,,200 E LEE AVE ,SUPULPA,74066,,"

",0.0,0.0,73-1404669,OK
WOODRING WALL OF HONOR AND VETERANS PARK INC,, ,,,,1026 S 66TH ST % ELAINE WRIGHT JOHNS,ENID,73701,,"

",0.0,0.0,20-1154941,OK
DISABLED AMERICAN VETERANS,, ,,,,601 N 26TH ST ,ENID,73701,,"

",0.0,0.0,23-7421496,OK
AIR FORCE ASSOCIATION,, ,,,,10637 MEADOW LARK LN ,MIDWEST CITY,73130,,"

",35.44796,-97.339821,73-6103128,OK
ANGELS WITH BACK PACKS,, ,,,,HC 73 BOX 177 % DENISE F BALOG,BURNEYVILLE,73430,,"

",33.907879,-97.2889056,41-2214329,OK
VETERANS CORNER,, ,,,,PO BOX 704 % RAYMOND J HARDEN,GOLDSBY,73093,,"

",35.141179,-97.4769773,80-0367720,OK
MILITARY ORDER OF THE PURPLE HEART OF THE USA,, ,,,,PO BOX 3516 ,LAWTON,73502,,"

",0.0,0.0,73-1438436,OK
SONS OF CONFEDERATE VETERANS INC,, ,,,,15509 CLAREMONT BLVD % LESLIE R TUCKER,EDMOND,73013,,"

",0.0,0.0,20-4411193,OK
VETERANS OF FOREIGN WARS DEPT OF OKLAHOMA,info@vfw.org,John Newberry,816-7563390,Director of Communications,www.vfw.org,RT 1 BOX 110 ,NEWKIRK,74647,,"Our mission is to ''honor the dead by helping the living'' through veterans'' service, community service, national security and a strong national defense.

",0.0,0.0,73-6110082,OK
